faust_number,isbn,book_title,book_author,isbn_scraped,top10k
48720412,,Kasper Hjulmand - fodbolddrømmer,Morten Glinvad,9788702360974_7345,7345
46733762,,"BFF - er du okay, Vilde?",Line Leonhardt,9788723540607_7346,7346
54191243,9788702255713.0,Sydhavsprinsessen,Line Kyed Knudsen,9788702232363_7347,7347
53434193,,Dinosaurer,,,7348
51667727,9788792805683.0,Dino på nye eventyr,Søren Jessen (f. 1963),,7349
46518519,,Du er ikke bare dig,Mark Wolynn,9788799582228_7350,7350
52608589,,Den engelske spion,Daniel Silva,9788771911268_7352,7352
54076150,,Lille Krokodille gemmer sig,Birde Poulsen (f. 1953),9788779165229,7353
53793703,,Lasse ved tandlægen,Pauline Oud,9788740619096,7354
47830966,9788770186698.0,EM-fodbold,Emilie Tholstrup,,7355
53567746,,Indigo,Vita Andersen (f. 1944),9788763833646_7356,7356
53998356,,Ib har en dum dag,Ane Gudrun,,7357
54105096,,Kunststatuetten,Rosie Banks,9788762730304_7358,7358
27702996,,Turen går til Møn & Lolland-Falster,Nicole Wolter,,7359
51384180,,Grøflen,Julia Donaldson,9788779169098_7360,7360
29600570,,Oscar og Olivia på rumeventyr,Thomas Mygind Christensen,,7361
53586953,,Paddington som kunstner,Michael Bond,9780008326067,7362
38575376,,En lille hvid løgn,Sofie Boysen,9788711989265,7363
53291988,9788711757864.0,Viet til skæbnen,Victoria Holt,9788726759785,7364
48178545,9788702223538.0,Hemmeligheder,Lesley Pearse,,7366
54750552,,Jeg er genert!,Kay Barnham,,7367
61889876,,En charmerende nabo,Kate Clayborn,9788702323139,7368
134280026,,Sten saks papir,Alice Feeney,9788771165104_7371,7371
52583098,,I morgen kommer en ny himmel,Lori Nelson Spielman,9788770369381_7372,7372
50924599,,Den sygeste løgnehistorie,Neil Gaiman,9788763831680_7373,7373
46647076,,"Se, rør og føl",,,7374
47248779,,Dy ser en kær lus,Marie Duedahl,9788723542670,7376
47547083,,Toiletparaden i Zoo,Anna Taube,9788772052656,7378
38633007,,Sjove gåder,,,7379
47560829,9788793681606.0,Det vi tænker på inden vi falder i søvn,Rasmus Barud Thomsen,,7380
38633031,,Sjove vittigheder,,,7381
48017053,,Det hviskende rum,Dean R. Koontz,,7382
38379283,,Kurt ser et skelet,Marie Duedahl,9788740666656,7383
54071361,,Pilgrimsture i Danmark,Jørgen Hansen (f. 1951-05-06),9788771558333_7384,7384
52662826,9788711594582.0,Spøgelserne i Hausers Palæ,Hanna Lützen,,7385
52541700,,Mad til glade tarme,"Søren Lange,Mette Bender",,7386
53696309,,Skolen med magiske dyr - venner på prøve!,Margit Auer,9788772057200_7387,7387
52702151,,Gamer 4ever,Kasper Hoff,9788702206364_7388,7388
29464898,9788711398944.0,Nattevagt,Helene Tursten,,7389
52937256,9788711700389.0,Calendar girl. 11,Audrey Carlan,9788711623176,7390
51793404,,Tripel,Ken Follett,9788763840873,7391
39438542,,Jack,Marilynne Robinson,9788702309935,7392
47273552,,Historien om nissen,Bjarne Reuter,9788702289206_7393,7393
47174767,,Norske løve,Jógvan Isaksen,9788793745001,7394
47109477,,De fremmede,Margaret Peterson Haddix,9788763858588,7395
47112222,,Gode kasser,"Ditte Hansen (f. 1970),Louise Mieritz",9788702259445,7396
62292873,9788728214985.0,Spider-Man,,,7398
47468671,,Farver og følelser,Anna Llenas,9788772050317_7399,7399
39570157,,På undersiden af dagen,Emeli Bergman (f. 1988),9788743400967,7400
48443915,9788726456455.0,Mickeys fantastiske eventyr,,,7401
62817801,,Mord på heden,Helen Cox,9788771165432_7402,7402
38730207,9788758838489.0,Throne of glass - lysets dronning,Sarah J. Maas,9788758841564,7403
135635529,,Bedre hud med årene,Anette Kristine Poulsen,,7404
52222710,,Simon vinder ikke,Jørn Jensen (f. 1946),9788723548948,7407
53992978,,Bob og hunden,Kirsten Ahlburg,9788777198694,7408
38939262,,Seriemorder,Florence McLean (f. 1965),9788727155692,7409
46618823,,En anonym pige,"Greer Hendricks,Sarah Pekkanen",9788702286212,7410
54076169,,Lille Krokodille er syg,Birde Poulsen (f. 1953),9788779165236,7411
53978118,9788711969137.0,Daddy,Danielle Steel,9780440207627,7413
53551270,9788758828770.0,Sirenen,Kiera Cass,,7414
29793336,9788771305067.0,Sværkeslægten. 5,Helene Strange,9788771622065_7415,7415
28962460,9788711406458.0,Den sidste spion,Leif Davidsen,9788711407813,7416
47583381,9788726300222.0,Klokkeblomst og piratfeen,,,7417
31792037,9788758850764.0,Simbas jul,Michael Kamp (f. 1974),9788758850764_7419,7419
29922640,,Lille Krokodille er sulten,Birde Poulsen (f. 1953),9788775890408,7421
29094306,9788792685322.0,Et kærlighedseventyr,Henrik Pontoppidan,9788702291292_7422,7422
54893507,,Bryster skal hoppe når man hikker,"Hella Joof,Karen Thisted (f. 1946)",,7423
47442761,9788726255478.0,Tiden hænger på træerne,Lone B. Skovgaard,9788726393958,7424
47321018,,Bedstefar med slag i,Paul McCartney,,7425
29782369,9788758813332.0,Den springende løvinde,Tamora Pierce,9788758812601,7426
46843908,,Little green kitchen,"David Frenkiel,Luise Vindahl",9781784882273,7427
27892272,9788702078695.0,Mor Muh og Krage,"Jujja Wieslander,Tomas Wieslander",,7428
48629881,,Dobbelte ruder,Halldóra Thoroddsen,9788771514568,7430
46393643,,Grav,Thomas Bagger (f. 1981),9788771713954_7431,7431
47054796,,Bladsellerijuice,Anthony William,9788702289329_7432,7432
54516681,,"Sally, Glenn & vilde Maxi - hundehypnosen",Kirsten Sonne Harild,9788771655773,7434
51499360,9788702174977.0,Krummerne,Thøger Birkeland,,7435
51136888,,Huset Longbourn,Jo Baker,9780345806970,7437
62358181,,Samling,Natasha Brown,9788702349849,7439
48224997,,Kurt ser en rå film,Marie Duedahl,9788740662344,7440
51242815,9788711385951.0,I skjul af skyggerne,Helene Tursten,9788726543629_7441,7441
47178436,9788726269314.0,Lady og Vagabonden,,,7442
53342892,,De gale løver,Nicole Boyle Rødtnes,9788771656787_7443,7443
47039258,,Supertrends,Lars Tvede,9788740046892,7444
62772301,,Olivenlunden,Eva Glyn,9788771165272_7447,7447
54082894,,På toppen af bakken,Linda Sarah (f. 1949),,7448
27458467,,Max og Alf i bio,,,7449
53179835,9788702219432.0,Momo,Michael Ende,9788702171730_7451,7451
29039585,9788770899611.0,Bamse,,,7453
48030912,,Turen går til Thailand,Mikkel Tofte Jørgensen,9788740051698_7454,7454
48395538,,Anna leder efter Karl Kanin,Kathleen Amant,9788740661125_7455,7455
39468778,,Asian style,Louisa Lorang,9788727014500_7456,7456
29764964,,Mi og Mo på safari,Helle Dyhr Fauerholdt,9788702285369,7457
54997620,9788726027006.0,Knivens stemme,Patrick Ness,,7458
48741193,,Lær farverne at kende med Mumi og Lille My,Katariina Heilala,9788772241937,7459
38890433,,Donna finder hjem,Merete Pryds Helle,9788711987063,7460
48586554,,An på is,Kirsten Ahlburg,,7461
50930661,,Stor og stærk,Kim Fupz Aakeson,,7463
27365876,,Den hvide hjort,Peter Gotthardt,,7465
47092477,,Det er bare en virus,Anders Fomsgaard,9788702339871,7466
134181451,,Se en sidste gang på alt smukt,Kristin Vego,9788740686975_7468,7468
46171799,,Børst bisserne,Kathrin Orso,9788762731905_7469,7469
28762275,,Emma 11 år - snart 12,Kirsten Ahlburg,9788770904391_7470,7470
135198773,,I løgnenes spor,Ann Cleeves,9788712068518,7471
55097658,9788702270877.0,Krop og ånd - og meningen med livet,,,7472
53567908,,Rejsen til rummet,Lars Henrik Aagaard,9788771809060_7473,7473
46984137,,Panda Tju på stranden,Neil Gaiman,9788763864664,7474
53508197,9788711862803.0,Love is war. 2,R. K. Lilley,,7475
53416810,,Kagetid!,"Liv Martine,Simone Thorup Eriksen",9788771809640,7477
62876611,,Rekviem på Tågeøen,Mariette Lindstein (f. 1958),9788702364705_7478,7478
53448887,,To og to,Kirsten Ahlburg,,7479
47753066,9788726276633.0,Manden med det lille ansigt,Helene Tursten,9788726543551_7480,7480
48309615,,Moderne broderi,Warunee Bolstad,9788740663150_7481,7481
53563295,,Peter Pedal hjælper blikkenslageren,"Marcy Goldberg Sacks,Priya Giri Desai",,7482
28897332,,Søndag,Kim Fupz Aakeson,9788702093476,7483
61371591,,Hvor er Alfons Åberg?,,,7484
45959074,,Guldtårnet,"Holly Black,Cassandra Clare",9788771054385_7486,7486
62393769,9788740677898.0,Premier League,Tommy Heisz,9788740677881,7487
46076486,,Sygdomslære,,,7488
54138970,9788711970027.0,Dødelig trekant,Anne Mikkelsen,9788711880562,7489
53071937,,Før sneen kommer,Britt Karin Larsen (f. 1945),9788702192704_7490,7490
38256696,9788793730281.0,Aldrig andre,Pernille Kim Vørs (f. 1973),9788793730267_7494,7494
54011555,9788772040196.0,Mesterværket,Stephen W. Hawking,,7495
51123530,,Sunde salater,Anne Hjernøe,9788740026450,7496
28396678,,Sif og Søs får en bror,Helle Dyhr Fauerholdt,9788702268164,7497
47366763,,Se vores solsystem udfolde sig,Sam Smith,,7498
54414560,,Thomas på nye eventyr,Britt Allcroft,,7499
53652093,,Fantastiske skabninger og hvor de findes,Joanne K. Rowling,,7500
54873131,9788711960288.0,Morder antages,Ruth Rendell,,7501
54079990,,"Se ud, Ib",Kirsten Ahlburg,,7502
48833071,9788793400894.0,Tilly og bogvandrerne,Anna James,9788771917406_7503,7503
48440304,,Mo i et reb,Marie Duedahl,9788723548757,7504
46926641,,An og My på is,Kirsten Ahlburg,9788770184168,7505
54589549,9788740652543.0,Meyermetoden,"Eline Holm,Heidi Meyer Vallentin",9788740621983,7506
48682103,,Hop ombord på dyretoget!,"Naomi Kefford,Lynne Moore",9788711984956,7507
46496477,9788726151251.0,Kvindens nydelse,Ylva Franzén,,7508
26251419,,Hvor er Holger? Den store billedjagt!,Martin Handford,9788771655278,7510
26760844,,"Sif, Søs og Mis",,,7511
62961767,,Jul i strandhuset,Veronica Henry,9788702330625_7512,7512
51426088,,Onklerne og deres fruer,Jane Aamund,9788771592405_7513,7513
28705719,,Nanas kanin,Jørn Jensen (f. 1946),,7514
46028538,,Helt uden gluten,"Kathrine Rosamunde Virring,Mette Marie Viscor",9788740048704,7515
48771009,9788726531121.0,Prinsessen. Den rystende sandhed om livet bag slør i Saudi-Arabien,,,7516
46847091,9788793699939.0,Bedre,Carey Heywood,9788793699052,7517
136038826,,Troldmanden fra Kreml,Giuliano Da Empoli (f. 1973),9788740084511_7518,7518
53414125,,Dan får en pil,Kirsten Ahlburg,,7519
54953224,,Tindretrofæet,Rosie Banks,9788762730335_7520,7520
52440548,9788711514252.0,Den hemmelige elsker,Victoria Holt,,7521
46244311,,Liljas eventyr - Dyndkarlens tårer,Josefine Ottesen,9788771653793,7522
54169973,,Jeppe nikker - ikke,Jørn Jensen (f. 1946),9788772141305,7524
28191553,9788702093995.0,Lillys Danmarkshistorie,Pia Fris Laneth,9788702067903_7528,7528
28455348,,Giganternes fald,Ken Follett,9788770790581_7529,7529
39512742,,Nyt blod,Angela Marsons,9788742604953,7530
52676614,,Forførende Paris,Alexandra Potter,,7531
52588685,,Før jeg forsvinder,Paul Kalanithi,9788711985687_7533,7533
53237398,,ÅLJ,Marianne Isager,,7534
38967983,9788726758535.0,Monsters University,,,7535
46937031,9788702286632.0,Halo - call-outs og karriere,Kit A. Rasmussen,,7536
51562682,9788702178623.0,Sjove og lyserøde prinsessehistorier,,,7537
38889796,,Smukke ting,Hunter Biden,9788740071450_7538,7538
53307450,,Vulkaner,Eva Mosegaard Amdisen,,7539
52222788,,Simons tricks,Jørn Jensen (f. 1946),,7541
134143665,,En dag med Gurli Gris,,,7543
39120607,,Surdej fra bunden,"Benjamin Birk,Rasmus Krogh",9788740671001,7544
54161271,,Kvinden mellem os,"Greer Hendricks,Sarah Pekkanen",9788702230956_7545,7545
54497326,,Tyll,Daniel Kehlmann,9788711984864_7546,7546
61867279,,21 vegetariske dage til vægttab,"Majbritt L. Engell,Alice Apel Hartvig",,7548
38582844,,Dune,Frank Herbert,9780340960196_7550,7550
38666967,,Venner for altid - agtigt,StineStregen,9788702314106_7551,7551
47322545,,Bo på en ko,Kirsten Ahlburg,9788770184274,7552
47534348,,Politi,Sigurd Toftdahl Terkelsen,9788740661033_7553,7553
26053153,,Det første jeg tænker på,Ida Jessen (f. 1964),9788702090710,7554
134294396,,Red skolebussen!,Mickie Matheis,,7555
62172002,9788727000985.0,Kaptajn Underhyler i farver og Turbo-Toilettet 2000's tyranniske hævntogt,Dav Pilkey,9788711985168_7557,7557
29364400,9788711394618.0,Rasmus Klump har flyvegriller,"Carla Hansen (f. 1906),Vilh. Hansen (f. 1900)",9788726154399,7558
54188846,,Storefjeld,Jan Kjærstad,9788763855884_7559,7559
52666767,,Rummet!,Robert Dinwiddie,,7560
47052548,,Følg dine drømme,Erin Rose Wage,,7561
53335985,,Strik top down,"Lene Randorff,Lone Lundorff",9788799902712_7562,7562
48097499,9788726341577.0,Spejlæg med Luigi,Thomas Banke Brenneche,9788726341577,7563
53847722,9788702249132.0,La Belle Sauvage,Philip Pullman,9788702296068_7564,7564
52652278,,Tommy og Tanne,Tom Buk-Swienty,9788702291797_7566,7566
54237936,9788740047110.0,Jeg er f@@*cking hot!,Renée Toft Simonsen,,7567
135261378,,Spidey og hans fantastiske venner - Sandman vil ikke dele,Mike Kubat,,7569
29991049,9788793005136.0,Mus og mænd,John Steinbeck,9788711699560_7572,7572
54167784,9788770180108.0,Hacker,"Kirsten Ahlburg,Morten Ahlburg",9788793646568_7573,7573
52524717,9788711474839.0,Pas på parforholdet,Mattias Stølen Due,9788774673255_7574,7574
53873464,,Fængselsmysteriet,Martin Widmark,9788740620269_7576,7576
38944223,9788793796836.0,Stille skrig,Katja Ranvits,9788793755536,7577
27264956,,Historien om pandekagen,,,7578
47720877,,Der går min klasselærer,Jacob Skyggebjerg,9788793658448,7579
61825878,9788726986068.0,Hverdagsstrategier,Josefine Valentin,9788794441186,7580
51078977,,Liv efter liv,Kate Atkinson,9788712049647,7581
53537618,,"Hold op med at skrige, Anna",Kathleen Amant,,7584
38647822,,Exit,Belinda Bauer,9788742604090,7586
38457624,,Bo i et skab,Marie Duedahl,9788775490899,7588
27453805,,Den inderste kreds,Mari Jungstedt,9788770556941_7589,7589
54196733,,Præsidenten er forsvundet,"Bill Clinton,James Patterson",,7590
39400383,,Hjem til Holly Close Farm,Julie Houston,9788772311241_7591,7591
52794854,9788711725856.0,Troldeliv. 1,Sissel Bøe,9788771658774_7592,7592
39498901,,Rainbow Dash og læsemissionen,Tallulah May,,7593
28886691,,Hvor er den lille drage?,Joachim Krause,,7594
39255243,,Døden i Pont-Aven,Jean-Luc Bannalec,,7595
38901478,,Min første bog om klokken,,,7597
54169906,,Jeppe får en maskot,Jørn Jensen (f. 1946),9788772141312,7598
48357547,9788723549570.0,Juventus F.C.,Maja Plesner,,7599
51595475,,Bertram - Kidnapning,Bjarne Reuter,,7600
61397329,,Vi ku' det hele,Mette Vibe Utzon,9788702301984,7601
46860225,,Den store zombiemarch,Max Brallier,9788702277319,7603
135613649,,En duft af appelsin,Rosanna Ley,9788771165814_7604,7604
135873764,,Vitello er stort set storebror,Kim Fupz Aakeson,9788702392036_7606,7606
53860192,,Turen går til Canada,Betty Frank Simonsen,9788740031621,7607
53440347,9788711852118.0,Dansk kriminalreportage. Årgang 2015,,,7608
29363714,9788711392829.0,Skæbnekampen,Luigi Garlando,,7609
46943384,,Rummet,,,7610
53538142,,Fy og Bi i en å,Kirsten Ahlburg,,7612
38850571,9788772314549.0,Tolv uger med dig,Johanna Schreiber (f. 1986),9788772314440,7613
46235339,,Du' for meget!,Puk Krogsøe,9788711907191,7614
51545168,,Ricky Ricotta & Megarobotten,Dav Pilkey,,7616
52342120,,Baseret på en sand historie,Delphine de Vigan,9788772005478_7617,7617
52862108,9788771891539.0,Spillet om sirenen,Pernille Vørs (f. 1973),,7619
52986036,,Indy - en læsehund,Hanne Mathiasen,,7621
51229576,,Vinterbaby,Sys Fredens,9788771391770,7623
27805779,,Den døende dandy,Mari Jungstedt,,7624
48630367,,Ti søm,Helle Dyhr Fauerholdt,9788702303810,7625
38809938,,Du forlader mig aldrig,Karin Heurlin,9788773390221,7626
46203402,,Den utroligt fjollede gådebog,Keld Petersen (f. 1955),9788772145709,7627
51254481,,Gud er bare hund stavet bagfra,Christian Frost,,7628
47230284,,Vi spiser vegetarisk,Christine Bille Nielsen,9788762732674,7630
53894429,,De ualmindelige - det rygende timeglas,Jennifer Bell,9788763855112_7631,7631
52523605,,Kureren,Kjell Ola Dahl,9788771465198,7632
47754291,9788741509891.0,Ækle æventyr. 2,Rune T. Kidde,,7633
26763029,,Sif og Søs,,,7634
47780187,,Babystrik fra Paelas,"Siri Hoftun,Frida Farstad Brevik,Trude Melhus Rognstad",9788205515987,7635
29654719,,Fjeldgraven,"Michael Hjorth (f. 1963-05-13),Hans Rosenfeldt",,7636
29281432,9788702116205.0,Gerningsmænd,Kim Fupz Aakeson,9788702085754_7637,7637
22598988,,"Kaj, dumme Kaj",Mats Letén,9788700389861_7638,7638
54944152,,Begyndelser,Carl Frode Tiller,9788763856638,7639
53986161,,Glashjerte,Torkil Damhaug,9788771469240_7641,7641
28954522,,Ægtepagten,Simona Ahrnstedt,9788702291230_7642,7642
51588061,,Mathilde bliver storesøster,Tine Bruun,,7643
51761510,,Ripper,Isabel Allende,9780007548958,7644
46890833,,Hun var velkommen,Adele Parks,,7645
54965036,9788726108248.0,Tæl til ti,Stine Haynes,,7647
53029418,,Nogenlunde på størrelse med universet,Jón Kalman Stefánsson,9788793209343_7649,7649
27971717,,Laura i zoologisk have,Liane Schneider,,7650
51910451,,Kanin,Lisette Agerbo Holm,9788775924486_7651,7651
54970552,,Må vi se tv?,Kirsten Ahlburg,9788770181075,7652
51240898,,200 hæklemønstre,Sarah Hazell,9788771417777,7653
53873545,,Guide til piger,Sabine Lemire,9788771657746_7654,7654
62764376,9788728373941.0,Jeg er her jo,,,7655
47512263,,Den store bog om familier,Felicity Brooks,9788775660919_7656,7656
29481725,9788792685506.0,Fornuft og følelse,Jane Austen,9788711448748_7657,7657
54117485,,Samtaler om natten,Jane Aamund,9788772002101_7658,7658
39577097,,Hvor bliver mine pøller af?,Jo Lindley,,7659
29890420,9788711374313.0,Karla og Jonas,Renée Toft Simonsen,9788740055757,7660
51550838,,Kort & godt om ADHD,Per Hove Thomsen,9788771580099_7661,7661
29420629,,Hvor er den lille blå bil?,Joachim Krause,,7662
135234877,,Superskurk,Anna Juul,9788711995822_7663,7663
38841009,,Finurlig strik,Vivian Høxbro,9788740667844,7665
46527216,,Møgungerne - sommerudflugten,Kim Langer,9788758839394,7666
51637364,,Gyldendals store godnatbog for de små,,,7667
50740447,,Noras bog,Liza Marklund,9788775931071_7668,7668
39239248,,Martin Luther King,Isabel Sánchez Vegara,,7669
51006062,,Min store bog om ord,Mairi Mackinnon,,7671
53652069,,Varulven Viggo,Claus Riis,9788702223996,7672
50612945,,En sommerdag,Lin Hallberg,,7673
47216397,,#tyndogrig,Ditte Okman,9788793825161,7674
47590272,,Seje Sally ingeniør,Andrea Beaty,9788762732537,7675
38757636,9788793796621.0,Kære barn,Romy Hausmann (f. 1981),9788793796614_7677,7677
48454097,9788793927957.0,Herrens hus,"Søren Ellemose,Morten Ellemose",9788793755284_7678,7678
62969938,,Store planer i Lobster Bay,Annie Robertson,9788771165388_7679,7679
51563794,,Den usynlige vogter,Dolores Redondo,,7680
46557018,,Bambi,Christian Bach (f. 1979-02-06),,7681
52613604,,Syge sjæle,Kristina Ohlsson,,7682
28227140,,Teddy og hans venner,Lin Hallberg,9788763813921,7684
54801556,,Fortæl mig om byggepladsen,Monika Wittmann,9788772051246_7685,7685
53425674,,Babyen i mors mave,Anna Herzog,,7686
53621953,,Askeprinsen,Erin Watt,9788702237474_7687,7687
48991696,,Hun som våger,Caroline Eriksson (f. 1976),,7688
52764041,,Iste,Andreas Munk Scheller,,7689
46636023,,Ny hækling,Molla Mills,9788740654882_7690,7690
27710255,,Sommerlys og så kommer natten,Jón Kalman Stefánsson,9788792439031_7691,7691
47934818,,Held og lykke,Kate Clayborn,9788702281156,7694
46575598,,Dage i Cape May,Chip Cheek,,7696
53332366,9788758828145.0,Lysets heltinde,J. R. Ward,9788758821450,7698
54196717,,Med åbne øjne,Rasmus Tantholdt (f. 1973),9788702212846_7700,7700
47321204,,Ned ad floden,Magnus Weightman,9788740659658,7703
39609029,,Attitude,Thomas Rathsack,9788740072181_7704,7704
52173469,,Timmy Taber rammer bunden,Stephan Pastis,9788771652437,7707
47321417,,Men størst af alt,Kim Fupz Aakeson,9788711915479_7708,7708
38689665,,Sande tigre,Mick Herron (f. 1963),9788793805323_7709,7709
